OrderID,CustomerID,ProductID,StoreID,Sales Channel,OrderDate,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0007136,46,10,131,In-Store,2020-09-12,7,0.075,703.5,464.31
SO - 0007137,1,18,41,Online,2020-09-12,8,0.3,1782.2,1497.048
SO - 0007138,9,8,299,Wholesale,2020-09-12,5,0.05,6143.9,4054.974
SO - 0007139,45,16,1,In-Store,2020-09-13,6,0.1,2418.7,1910.773
SO - 0007140,50,42,366,Distributor,2020-09-13,7,0.05,1025.1,563.805
SO - 0007141,7,42,8,Online,2020-09-13,6,0.075,2619.7,2174.351
SO - 0007142,44,8,316,In-Store,2020-09-13,3,0.05,1902.8,932.372
SO - 0007143,49,42,287,Wholesale,2020-09-13,8,0.15,1025.1,645.813
SO - 0007144,31,39,54,Distributor,2020-09-13,8,0.05,174.2,73.164
SO - 0007145,3,27,130,Wholesale,2020-09-13,7,0.075,2492.4,1071.732
SO - 0007146,2,41,284,Distributor,2020-09-13,1,0.05,1058.6,529.3
SO - 0007147,43,37,211,Online,2020-09-13,2,0.2,6391.8,4218.588
SO - 0007148,47,16,153,Online,2020-09-13,8,0.075,1983.2,1408.072
SO - 0007149,13,36,308,Wholesale,2020-09-13,8,0.2,6411.9,5001.282
SO - 0007150,4,12,242,In-Store,2020-09-13,5,0.4,864.3,406.221
SO - 0007151,50,44,47,Online,2020-09-14,2,0.075,964.8,520.992
SO - 0007152,3,9,141,In-Store,2020-09-14,3,0.15,1051.9,483.874
SO - 0007153,30,27,118,Wholesale,2020-09-14,1,0.15,4013.3,3210.64
SO - 0007154,14,7,116,Online,2020-09-14,2,0.1,6070.2,2974.398
SO - 0007155,2,32,39,Online,2020-09-14,4,0.4,837.5,695.125
SO - 0007156,16,46,314,Distributor,2020-09-14,3,0.2,2391.9,1148.112
SO - 0007157,4,18,346,Online,2020-09-14,6,0.3,2686.7,1155.281
SO - 0007158,20,16,229,Distributor,2020-09-14,3,0.15,2479.0,1884.04
SO - 0007159,16,21,343,Distributor,2020-09-14,6,0.075,938.0,384.58
SO - 0007160,48,45,139,Online,2020-09-15,5,0.2,3906.1,2968.636
SO - 0007161,50,42,221,Online,2020-09-15,8,0.05,2894.4,2402.352
SO - 0007162,17,41,68,Distributor,2020-09-15,1,0.1,2231.1,1249.416
SO - 0007163,29,40,314,In-Store,2020-09-15,1,0.2,1112.2,912.004
SO - 0007164,2,39,9,In-Store,2020-09-15,8,0.05,2311.5,1386.9
SO - 0007165,13,6,246,In-Store,2020-09-15,3,0.05,938.0,497.14
SO - 0007166,14,34,82,In-Store,2020-09-15,5,0.15,3651.5,2446.505
SO - 0007167,48,44,104,Online,2020-09-15,3,0.3,1065.3,681.792
SO - 0007168,29,7,142,Distributor,2020-09-15,1,0.2,167.5,137.35
SO - 0007169,44,43,338,In-Store,2020-09-15,8,0.05,1118.9,514.694
SO - 0007170,42,22,260,Online,2020-09-16,5,0.075,2894.4,1910.304
SO - 0007171,5,28,129,In-Store,2020-09-16,4,0.2,5621.3,3260.354
SO - 0007172,46,27,312,In-Store,2020-09-16,6,0.2,194.3,95.207
SO - 0007173,48,23,278,Wholesale,2020-09-16,5,0.05,1159.1,869.325
SO - 0007174,34,24,280,In-Store,2020-09-16,5,0.05,1896.1,1118.699
SO - 0007175,33,26,282,Distributor,2020-09-16,8,0.1,1018.4,824.904
SO - 0007176,17,34,43,Online,2020-09-16,4,0.05,5125.5,3792.87
SO - 0007177,32,16,236,Wholesale,2020-09-16,4,0.3,1058.6,508.128
SO - 0007178,8,16,105,In-Store,2020-09-16,1,0.05,1058.6,508.128
SO - 0007179,1,7,324,In-Store,2020-09-16,6,0.1,194.3,147.668
SO - 0007180,1,1,352,In-Store,2020-09-16,1,0.05,1051.9,841.52
SO - 0007181,21,22,303,Distributor,2020-09-17,7,0.075,897.8,673.35
SO - 0007182,23,4,318,In-Store,2020-09-17,1,0.15,1051.9,809.963
SO - 0007183,13,34,3,Distributor,2020-09-17,3,0.05,268.0,222.44
SO - 0007184,7,46,88,Online,2020-09-17,1,0.1,1963.1,1217.122
SO - 0007185,45,31,101,In-Store,2020-09-17,3,0.05,1715.2,771.84
SO - 0007186,41,20,331,Distributor,2020-09-17,4,0.15,2251.2,1508.304
SO - 0007187,12,7,3,Wholesale,2020-09-17,8,0.075,1031.8,588.126
SO - 0007188,14,30,66,In-Store,2020-09-17,2,0.2,241.2,205.02
SO - 0007189,18,10,328,Online,2020-09-17,4,0.2,2331.6,1142.484
SO - 0007190,49,28,366,Distributor,2020-09-17,3,0.2,1045.2,721.188
SO - 0007191,12,25,45,In-Store,2020-09-18,4,0.1,1078.7,722.729
SO - 0007192,2,8,319,Distributor,2020-09-18,3,0.1,254.6,173.128
SO - 0007193,4,35,354,In-Store,2020-09-18,2,0.075,5688.3,4323.108
SO - 0007194,4,33,225,Online,2020-09-18,2,0.05,1058.6,783.364
SO - 0007195,25,12,17,Wholesale,2020-09-18,5,0.1,864.3,726.012
SO - 0007196,48,1,15,In-Store,2020-09-18,1,0.075,174.2,128.908
SO - 0007197,25,20,316,Wholesale,2020-09-18,4,0.05,1145.7,469.737
SO - 0007198,26,19,345,In-Store,2020-09-18,4,0.075,804.0,498.48
SO - 0007199,13,13,95,Wholesale,2020-09-18,8,0.1,1005.0,663.3
SO - 0007200,32,42,28,Online,2020-09-18,5,0.05,254.6,175.674
SO - 0007201,44,13,366,Online,2020-09-18,2,0.2,3959.7,2296.626
SO - 0007202,19,29,21,Wholesale,2020-09-19,5,0.05,911.2,583.168
SO - 0007203,46,26,218,Distributor,2020-09-19,3,0.4,2579.5,1315.545
SO - 0007204,7,19,102,In-Store,2020-09-19,4,0.2,227.8,134.402
SO - 0007205,5,41,10,Wholesale,2020-09-19,2,0.1,938.0,712.88
SO - 0007206,41,33,112,In-Store,2020-09-19,2,0.075,1159.1,579.55
SO - 0007207,28,45,27,Online,2020-09-19,1,0.1,3953.0,2964.75
SO - 0007208,31,30,141,Online,2020-09-19,2,0.15,1916.2,1034.748
SO - 0007209,37,11,111,Online,2020-09-19,4,0.1,2499.1,2099.244
SO - 0007210,45,32,348,In-Store,2020-09-20,1,0.05,2666.6,1546.628
SO - 0007211,28,4,366,In-Store,2020-09-20,2,0.05,6291.3,3774.78
SO - 0007212,11,9,121,In-Store,2020-09-20,5,0.15,5708.4,2283.36
SO - 0007213,22,43,211,In-Store,2020-09-20,4,0.075,844.2,379.89
SO - 0007214,29,43,14,Online,2020-09-20,6,0.1,1929.6,1196.352
SO - 0007215,29,36,90,In-Store,2020-09-20,4,0.1,1105.5,840.18
SO - 0007216,12,14,100,Online,2020-09-20,3,0.1,1112.2,656.198
SO - 0007217,19,21,348,In-Store,2020-09-20,1,0.05,1011.7,789.126
SO - 0007218,49,42,213,Distributor,2020-09-20,1,0.05,1855.9,1429.043
SO - 0007219,40,16,322,Distributor,2020-09-20,3,0.05,3986.5,2750.685
SO - 0007220,23,18,308,In-Store,2020-09-20,4,0.4,2639.8,1768.666
SO - 0007221,14,46,30,In-Store,2020-09-21,2,0.2,2304.8,1129.352
SO - 0007222,47,12,333,In-Store,2020-09-21,3,0.05,1139.0,546.72
SO - 0007223,18,29,352,In-Store,2020-09-21,1,0.075,2539.3,1472.794
SO - 0007224,42,31,245,In-Store,2020-09-21,2,0.1,2472.3,1013.643
SO - 0007225,14,5,237,Wholesale,2020-09-21,5,0.075,1695.1,830.599
SO - 0007226,35,11,120,Online,2020-09-21,4,0.1,1092.1,797.233
SO - 0007227,50,36,229,In-Store,2020-09-21,3,0.15,1721.9,1050.359
SO - 0007228,20,7,55,In-Store,2020-09-21,7,0.075,1051.9,873.077
SO - 0007229,21,4,7,Wholesale,2020-09-21,2,0.2,3879.3,2094.822
SO - 0007230,50,8,4,In-Store,2020-09-21,5,0.075,3899.4,3275.496
SO - 0007231,4,30,155,In-Store,2020-09-21,1,0.05,5735.2,2580.84
SO - 0007232,18,41,168,Distributor,2020-09-21,8,0.2,3537.6,1627.296
SO - 0007233,8,9,90,In-Store,2020-09-21,4,0.075,1132.3,724.672
SO - 0007234,15,14,50,In-Store,2020-09-21,3,0.1,3825.7,1759.822
SO - 0007235,41,12,324,Distributor,2020-09-21,8,0.4,6492.3,3895.38
SO - 0007236,23,14,296,In-Store,2020-09-21,2,0.1,998.3,808.623
SO - 0007237,10,16,87,Distributor,2020-09-22,2,0.075,1721.9,947.045
SO - 0007238,17,42,101,Online,2020-09-22,5,0.15,1963.1,1472.325
SO - 0007239,30,29,130,In-Store,2020-09-22,2,0.2,3906.1,2695.209
SO - 0007240,38,1,358,In-Store,2020-09-22,7,0.075,1038.5,488.095
SO - 0007241,28,1,86,Online,2020-09-22,3,0.05,2010.0,964.8
SO - 0007242,39,27,14,In-Store,2020-09-22,1,0.15,1239.5,805.675
SO - 0007243,43,31,27,Distributor,2020-09-22,2,0.15,2546.0,1654.9
SO - 0007244,18,36,23,Wholesale,2020-09-22,6,0.05,1862.6,745.04
SO - 0007245,47,18,180,In-Store,2020-09-22,6,0.15,2546.0,1196.62
SO - 0007246,22,43,351,In-Store,2020-09-22,6,0.075,221.1,119.394
SO - 0007247,44,27,182,Wholesale,2020-09-22,5,0.05,3852.5,2195.925
SO - 0007248,32,25,188,In-Store,2020-09-23,6,0.1,214.4,120.064
SO - 0007249,12,33,90,Distributor,2020-09-23,8,0.1,5607.9,4374.162
SO - 0007250,15,8,233,Distributor,2020-09-23,8,0.05,1775.5,1083.055
SO - 0007251,6,13,322,In-Store,2020-09-23,3,0.075,763.8,565.212
SO - 0007252,31,6,136,Online,2020-09-23,1,0.075,5386.8,4417.176
SO - 0007253,24,46,337,In-Store,2020-09-24,1,0.05,1038.5,571.175
SO - 0007254,13,23,49,In-Store,2020-09-24,5,0.05,1273.0,814.72
SO - 0007255,28,11,36,In-Store,2020-09-24,1,0.05,1849.2,1553.328
SO - 0007256,32,37,297,Distributor,2020-09-24,6,0.1,3979.8,2308.284
SO - 0007257,38,36,203,Distributor,2020-09-24,4,0.075,1842.5,1510.85
SO - 0007258,37,7,225,Online,2020-09-24,3,0.3,1326.6,1101.078
SO - 0007259,23,19,272,Wholesale,2020-09-24,1,0.075,897.8,538.68
SO - 0007260,8,7,325,In-Store,2020-09-24,1,0.1,5219.3,4332.019
SO - 0007261,34,21,200,Online,2020-09-24,5,0.2,964.8,578.88
SO - 0007262,37,8,80,In-Store,2020-09-24,2,0.1,3343.3,1604.784
SO - 0007263,18,25,156,In-Store,2020-09-25,6,0.4,1078.7,755.09
SO - 0007264,50,22,207,Online,2020-09-25,6,0.05,268.0,211.72
SO - 0007265,44,23,209,In-Store,2020-09-25,7,0.15,837.5,452.25
SO - 0007266,8,6,85,Online,2020-09-25,7,0.05,3959.7,1623.477
SO - 0007267,8,33,139,Online,2020-09-25,1,0.1,1695.1,1440.835
SO - 0007268,33,7,356,Wholesale,2020-09-25,7,0.075,5159.0,3301.76
SO - 0007269,46,8,292,Wholesale,2020-09-25,6,0.05,6204.2,4280.898
SO - 0007270,12,10,166,In-Store,2020-09-25,8,0.075,2472.3,1236.15
SO - 0007271,34,3,98,In-Store,2020-09-25,6,0.2,2512.5,1030.125
SO - 0007272,1,12,339,Online,2020-09-25,6,0.05,3993.2,2795.24
SO - 0007273,12,23,127,In-Store,2020-09-26,3,0.05,6237.7,4304.013
SO - 0007274,19,32,307,Online,2020-09-26,6,0.075,971.5,505.18
SO - 0007275,17,41,99,Distributor,2020-09-26,4,0.3,2318.2,1089.554
SO - 0007276,9,30,252,In-Store,2020-09-26,3,0.2,1755.4,1298.996
SO - 0007277,30,8,360,Wholesale,2020-09-26,4,0.15,3122.2,1498.656
SO - 0007278,4,10,147,Distributor,2020-09-27,3,0.05,4020.0,2452.2
SO - 0007279,4,32,153,Online,2020-09-27,7,0.05,201.0,104.52
SO - 0007280,30,5,364,Distributor,2020-09-27,5,0.075,2505.8,1779.118
SO - 0007281,31,11,28,In-Store,2020-09-27,2,0.3,3979.8,3144.042
SO - 0007282,17,45,126,Online,2020-09-27,8,0.05,3939.6,2048.592
SO - 0007283,30,47,58,Distributor,2020-09-27,6,0.1,3892.7,2880.598
SO - 0007284,28,38,110,Wholesale,2020-09-27,2,0.1,1152.4,898.872
SO - 0007285,31,22,295,Online,2020-09-27,6,0.075,1172.5,949.725
SO - 0007286,1,22,167,In-Store,2020-09-27,5,0.075,1038.5,830.8
SO - 0007287,37,43,71,In-Store,2020-09-27,4,0.075,1065.3,820.281
SO - 0007288,35,46,118,In-Store,2020-09-28,2,0.075,1943.0,893.78
SO - 0007289,33,23,219,Online,2020-09-28,2,0.05,3986.5,2989.875
SO - 0007290,37,5,274,Wholesale,2020-09-28,8,0.075,6070.2,2670.888
SO - 0007291,16,9,204,Distributor,2020-09-28,3,0.05,214.4,177.952
SO - 0007292,50,42,286,Online,2020-09-28,7,0.05,1112.2,778.54
SO - 0007293,45,35,312,In-Store,2020-09-28,4,0.05,1018.4,723.064
SO - 0007294,40,26,126,Wholesale,2020-09-28,6,0.05,174.2,94.068
SO - 0007295,48,23,341,In-Store,2020-09-29,2,0.075,1011.7,758.775
SO - 0007296,43,6,155,In-Store,2020-09-29,3,0.075,6251.1,2938.017
SO - 0007297,10,43,323,In-Store,2020-09-29,7,0.05,3906.1,2499.904
SO - 0007298,25,36,229,Online,2020-09-29,5,0.075,3142.3,2513.84
SO - 0007299,18,45,87,Distributor,2020-09-29,2,0.05,1105.5,906.51
SO - 0007300,26,40,110,Online,2020-09-30,4,0.075,2539.3,1244.257
SO - 0007301,45,31,40,In-Store,2020-09-30,5,0.075,207.7,85.157
SO - 0007302,30,41,226,Wholesale,2020-09-30,5,0.075,3892.7,2919.525
SO - 0007303,36,40,171,In-Store,2020-09-30,6,0.05,3276.3,1998.543
SO - 0007304,35,35,95,In-Store,2020-09-30,5,0.075,2257.9,1174.108
SO - 0007305,46,19,199,In-Store,2020-10-01,7,0.05,1038.5,446.555
SO - 0007306,9,29,231,Online,2020-10-01,7,0.05,2432.1,1240.371
SO - 0007307,21,35,272,Online,2020-10-01,5,0.075,2499.1,1349.514
SO - 0007308,24,35,269,Distributor,2020-10-01,5,0.4,1085.4,510.138
SO - 0007309,3,26,166,Online,2020-10-01,5,0.1,1031.8,629.398
SO - 0007310,27,46,55,Distributor,2020-10-01,8,0.3,5473.9,2408.516
SO - 0007311,4,30,244,In-Store,2020-10-01,5,0.05,214.4,180.096
SO - 0007312,22,20,272,Distributor,2020-10-01,6,0.1,4013.3,3130.374
SO - 0007313,33,36,126,In-Store,2020-10-01,3,0.2,3262.9,2349.288
SO - 0007314,29,41,363,Distributor,2020-10-01,5,0.1,3959.7,3088.566
SO - 0007315,32,25,323,Online,2020-10-02,7,0.05,1206.0,844.2
SO - 0007316,2,14,59,Online,2020-10-02,7,0.1,2793.9,1452.828
SO - 0007317,18,36,53,In-Store,2020-10-02,2,0.075,1118.9,525.883
SO - 0007318,11,15,241,In-Store,2020-10-02,4,0.075,194.3,110.751
SO - 0007319,42,9,333,Online,2020-10-02,2,0.15,6070.2,3702.822
SO - 0007320,16,29,87,Distributor,2020-10-02,4,0.05,1118.9,794.419
SO - 0007321,7,4,248,Online,2020-10-02,2,0.075,2559.4,1638.016
SO - 0007322,11,34,5,In-Store,2020-10-02,7,0.1,4020.0,3095.4
SO - 0007323,49,9,82,Distributor,2020-10-02,6,0.075,1762.1,1497.785
SO - 0007324,36,15,133,Online,2020-10-02,3,0.05,1989.9,1691.415
SO - 0007325,39,12,125,Distributor,2020-10-03,6,0.1,1226.1,674.355
SO - 0007326,9,24,61,Distributor,2020-10-03,3,0.2,2231.1,1383.282
SO - 0007327,41,3,215,Distributor,2020-10-03,6,0.05,817.4,678.442
SO - 0007328,11,9,26,Distributor,2020-10-03,2,0.1,3912.8,2425.936
SO - 0007329,14,13,30,Online,2020-10-03,7,0.2,3128.9,2628.276
SO - 0007330,40,41,218,Wholesale,2020-10-03,5,0.1,3510.8,1930.94
SO - 0007331,42,1,224,In-Store,2020-10-03,1,0.05,1031.8,546.854
SO - 0007332,41,16,119,Wholesale,2020-10-03,1,0.05,5889.3,4711.44
SO - 0007333,41,3,214,Wholesale,2020-10-03,5,0.075,1038.5,768.49
SO - 0007334,21,46,201,Online,2020-10-03,6,0.15,214.4,135.072
SO - 0007335,29,24,223,In-Store,2020-10-03,2,0.2,1065.3,671.139
SO - 0007336,4,43,5,Online,2020-10-04,7,0.05,1125.6,619.08
SO - 0007337,38,28,269,Distributor,2020-10-04,4,0.3,1882.7,1016.658
SO - 0007338,36,4,254,In-Store,2020-10-04,2,0.05,1125.6,506.52
SO - 0007339,25,16,237,In-Store,2020-10-04,3,0.2,2519.2,1007.68
SO - 0007340,2,46,269,Wholesale,2020-10-04,4,0.2,931.3,428.398
SO - 0007341,50,38,115,Online,2020-10-04,1,0.075,2291.4,1214.442
SO - 0007342,43,18,364,Online,2020-10-04,7,0.3,3618.0,2026.08
SO - 0007343,39,46,329,In-Store,2020-10-04,7,0.075,1132.3,452.92
SO - 0007344,20,41,291,Online,2020-10-04,4,0.075,1038.5,508.865
SO - 0007345,27,6,350,In-Store,2020-10-04,5,0.05,951.4,447.158
SO - 0007346,30,29,313,Distributor,2020-10-05,7,0.075,1118.9,883.931
SO - 0007347,32,43,73,In-Store,2020-10-05,6,0.1,6023.3,3734.446
SO - 0007348,43,24,177,Wholesale,2020-10-05,8,0.15,1835.8,844.468
SO - 0007349,18,6,129,Wholesale,2020-10-05,3,0.05,1112.2,656.198
SO - 0007350,46,10,189,Distributor,2020-10-05,4,0.15,2351.7,1128.816
SO - 0007351,36,28,328,In-Store,2020-10-05,7,0.05,1005.0,633.15
SO - 0007352,39,7,216,Online,2020-10-05,7,0.3,2284.7,1347.973
SO - 0007353,19,14,258,Online,2020-10-05,8,0.1,5092.0,4226.36
SO - 0007354,37,33,255,Online,2020-10-06,7,0.05,3845.8,2845.892
SO - 0007355,41,18,331,In-Store,2020-10-06,1,0.1,3671.6,2459.972
SO - 0007356,4,16,60,In-Store,2020-10-06,4,0.05,1085.4,846.612
SO - 0007357,47,15,154,Online,2020-10-06,2,0.15,1105.5,762.795
SO - 0007358,47,7,173,Wholesale,2020-10-06,2,0.05,3705.1,2964.08
SO - 0007359,42,37,20,In-Store,2020-10-06,2,0.075,2793.9,2039.547
SO - 0007360,18,6,197,Online,2020-10-06,2,0.075,2773.8,1414.638
SO - 0007361,13,16,29,In-Store,2020-10-06,2,0.15,201.0,116.58
SO - 0007362,32,6,155,In-Store,2020-10-06,5,0.15,1031.8,433.356
SO - 0007363,49,45,242,Online,2020-10-07,4,0.075,1929.6,868.32
SO - 0007364,17,24,212,Online,2020-10-07,6,0.075,4006.6,2323.828
SO - 0007365,16,33,229,Online,2020-10-07,7,0.05,6043.4,2659.096
SO - 0007366,36,33,11,In-Store,2020-10-07,6,0.05,790.6,545.514
SO - 0007367,11,26,128,In-Store,2020-10-07,5,0.1,1031.8,722.26
SO - 0007368,22,7,80,Online,2020-10-07,8,0.075,5896.0,3183.84
SO - 0007369,46,37,302,In-Store,2020-10-07,4,0.05,5272.9,2372.805
SO - 0007370,28,34,114,In-Store,2020-10-08,5,0.2,3859.2,2469.888
SO - 0007371,49,32,51,Distributor,2020-10-08,2,0.075,1326.6,703.098
SO - 0007372,32,12,81,Distributor,2020-10-08,1,0.15,5266.2,3528.354
SO - 0007373,3,10,354,Distributor,2020-10-08,7,0.075,6009.9,4928.118
SO - 0007374,3,27,258,In-Store,2020-10-08,2,0.15,1882.7,1110.793
SO - 0007375,5,9,281,Distributor,2020-10-08,6,0.05,261.3,214.266
SO - 0007376,39,42,65,In-Store,2020-10-08,4,0.05,3879.3,1862.064
SO - 0007377,21,4,299,Online,2020-10-08,5,0.075,1092.1,436.84
SO - 0007378,45,37,79,In-Store,2020-10-08,4,0.2,1775.5,1473.665
SO - 0007379,2,7,98,Online,2020-10-08,6,0.3,1728.6,933.444
SO - 0007380,39,17,293,Distributor,2020-10-09,6,0.075,1112.2,600.588
SO - 0007381,13,39,304,Distributor,2020-10-09,1,0.075,1989.9,1631.718
SO - 0007382,6,14,299,Distributor,2020-10-09,8,0.4,3926.2,2316.458
SO - 0007383,17,31,296,In-Store,2020-10-09,2,0.075,3852.5,2234.45
SO - 0007384,17,45,149,In-Store,2020-10-09,8,0.4,837.5,619.75
SO - 0007385,26,44,213,Online,2020-10-09,7,0.1,2271.3,1748.901
SO - 0007386,39,31,26,Online,2020-10-09,6,0.1,207.7,137.082
SO - 0007387,14,40,274,Distributor,2020-10-09,8,0.15,938.0,731.64
SO - 0007388,43,39,263,Distributor,2020-10-10,2,0.05,3142.3,1445.458
SO - 0007389,3,7,182,In-Store,2020-10-10,8,0.1,2458.9,2016.298
SO - 0007390,4,31,12,Wholesale,2020-10-10,8,0.075,3939.6,2718.324
SO - 0007391,46,7,363,Online,2020-10-10,1,0.075,1829.1,1280.37
SO - 0007392,29,15,312,In-Store,2020-10-10,5,0.4,964.8,742.896
SO - 0007393,15,41,286,Distributor,2020-10-10,5,0.075,1051.9,704.773
SO - 0007394,27,8,143,Online,2020-10-10,2,0.15,207.7,149.544
SO - 0007395,11,36,198,Distributor,2020-10-10,7,0.05,1085.4,651.24
SO - 0007396,44,13,216,In-Store,2020-10-10,4,0.05,690.1,503.773
SO - 0007397,3,38,234,In-Store,2020-10-10,1,0.075,1949.7,1072.335
SO - 0007398,29,9,310,In-Store,2020-10-10,7,0.05,241.2,127.836
SO - 0007399,26,24,127,Distributor,2020-10-10,7,0.15,2499.1,1499.46
SO - 0007400,2,40,332,In-Store,2020-10-10,6,0.1,3899.4,2612.598
SO - 0007401,28,38,263,In-Store,2020-10-10,2,0.075,1715.2,874.752
SO - 0007402,11,9,280,In-Store,2020-10-11,6,0.15,2331.6,1095.852
SO - 0007403,13,37,138,Distributor,2020-10-11,7,0.05,991.6,485.884
SO - 0007404,4,21,265,Online,2020-10-11,3,0.05,5936.2,3561.72
SO - 0007405,45,2,299,Online,2020-10-11,6,0.15,891.1,623.77
SO - 0007406,8,33,24,Online,2020-10-11,4,0.05,1708.5,1008.015
SO - 0007407,46,40,342,In-Store,2020-10-11,4,0.05,1889.4,963.594
SO - 0007408,44,40,341,In-Store,2020-10-11,2,0.1,5540.9,2659.632
SO - 0007409,21,20,306,In-Store,2020-10-12,5,0.05,6003.2,2401.28
SO - 0007410,1,5,131,Distributor,2020-10-12,1,0.1,864.3,656.868
SO - 0007411,11,14,90,Wholesale,2020-10-12,5,0.05,1092.1,502.366
SO - 0007412,30,35,234,Online,2020-10-13,8,0.05,2452.2,1814.628
SO - 0007413,37,8,360,Online,2020-10-13,2,0.15,207.7,176.545
SO - 0007414,43,35,124,Online,2020-10-13,2,0.1,5313.1,2815.943
SO - 0007415,28,43,111,In-Store,2020-10-13,5,0.1,1132.3,826.579
SO - 0007416,15,20,265,Distributor,2020-10-13,3,0.05,3953.0,1699.79
SO - 0007417,36,36,80,In-Store,2020-10-13,2,0.05,5440.4,4461.128
SO - 0007418,46,13,155,In-Store,2020-10-13,3,0.05,1011.7,829.594
SO - 0007419,37,29,336,In-Store,2020-10-13,8,0.4,716.9,508.999
SO - 0007420,44,34,203,In-Store,2020-10-13,6,0.2,207.7,153.698
SO - 0007421,39,3,357,In-Store,2020-10-13,6,0.075,3839.1,2303.46
SO - 0007422,33,9,235,In-Store,2020-10-13,4,0.075,3383.5,2774.47
SO - 0007423,49,34,17,In-Store,2020-10-14,3,0.15,857.6,445.952
SO - 0007424,6,8,16,Online,2020-10-14,8,0.1,730.3,496.604
SO - 0007425,28,33,33,Wholesale,2020-10-14,1,0.075,1902.8,1065.568
SO - 0007426,1,31,286,In-Store,2020-10-14,4,0.2,2994.9,2455.818
SO - 0007427,47,24,149,In-Store,2020-10-14,8,0.075,3986.5,2072.98
SO - 0007428,9,25,327,In-Store,2020-10-14,2,0.4,770.5,562.465
SO - 0007429,34,33,11,Online,2020-10-15,2,0.05,3966.4,2974.8
SO - 0007430,49,29,283,Online,2020-10-15,3,0.075,944.7,651.843
SO - 0007431,20,44,95,Distributor,2020-10-15,1,0.15,911.2,537.608
SO - 0007432,9,22,39,Distributor,2020-10-15,3,0.1,2519.2,1662.672
SO - 0007433,43,19,118,Distributor,2020-10-15,3,0.05,241.2,154.368
SO - 0007434,10,6,122,Online,2020-10-15,4,0.15,1768.8,1238.16
SO - 0007435,39,33,188,Distributor,2020-10-15,1,0.075,1118.9,839.175
SO - 0007436,6,23,284,Online,2020-10-15,3,0.15,1232.8,813.648
SO - 0007437,8,29,100,Online,2020-10-15,6,0.075,3819.0,2902.44
SO - 0007438,10,43,315,Distributor,2020-10-15,6,0.05,3919.5,2508.48
SO - 0007439,9,22,17,Wholesale,2020-10-15,2,0.2,3028.4,1907.892
SO - 0007440,48,8,27,Distributor,2020-10-15,1,0.3,227.8,157.182
SO - 0007441,37,43,336,Wholesale,2020-10-15,8,0.05,1882.7,1581.468
SO - 0007442,25,8,207,Distributor,2020-10-16,6,0.4,864.3,363.006
SO - 0007443,29,18,106,Distributor,2020-10-16,1,0.05,2800.6,2380.51
SO - 0007444,5,27,196,In-Store,2020-10-16,7,0.075,1125.6,596.568
SO - 0007445,22,20,79,Online,2020-10-16,8,0.05,5889.3,4711.44
SO - 0007446,9,33,317,Online,2020-10-16,4,0.05,1045.2,846.612
SO - 0007447,15,42,15,In-Store,2020-10-16,1,0.075,5071.9,4311.115
SO - 0007448,48,47,207,Online,2020-10-16,4,0.15,2358.4,1815.968
SO - 0007449,6,27,190,Online,2020-10-17,4,0.075,1909.5,801.99
SO - 0007450,33,10,11,Online,2020-10-17,3,0.2,884.4,548.328
SO - 0007451,32,32,206,In-Store,2020-10-17,7,0.4,944.7,472.35
SO - 0007452,44,42,75,Distributor,2020-10-17,8,0.05,3658.2,2487.576
SO - 0007453,38,16,96,In-Store,2020-10-18,5,0.05,730.3,452.786
SO - 0007454,34,42,26,In-Store,2020-10-18,3,0.1,3852.5,3082.0
SO - 0007455,45,1,325,In-Store,2020-10-18,1,0.2,1045.2,449.436
SO - 0007456,15,3,54,In-Store,2020-10-18,8,0.075,1896.1,796.362
SO - 0007457,10,27,337,Online,2020-10-18,2,0.1,1045.2,637.572
SO - 0007458,31,11,320,In-Store,2020-10-18,7,0.3,1112.2,633.954
SO - 0007459,28,9,152,In-Store,2020-10-18,4,0.1,1025.1,717.57
SO - 0007460,3,8,5,In-Store,2020-10-18,2,0.1,1011.7,556.435
SO - 0007461,44,30,76,Online,2020-10-18,3,0.15,3892.7,2763.817
SO - 0007462,48,7,217,In-Store,2020-10-18,4,0.075,2338.3,1823.874
SO - 0007463,37,16,270,Distributor,2020-10-19,6,0.4,227.8,102.51
SO - 0007464,8,17,312,In-Store,2020-10-19,5,0.05,1078.7,765.877
SO - 0007465,46,18,200,In-Store,2020-10-19,8,0.075,1038.5,747.72
SO - 0007466,4,10,110,Wholesale,2020-10-19,5,0.4,3296.4,2340.444
SO - 0007467,45,21,259,Online,2020-10-19,4,0.15,1038.5,425.785
SO - 0007468,27,14,332,Online,2020-10-19,1,0.1,2592.9,2100.249
SO - 0007469,27,8,272,Wholesale,2020-10-20,5,0.2,2425.4,1600.764
SO - 0007470,11,18,319,Online,2020-10-20,3,0.15,5078.6,4113.666
SO - 0007471,38,27,283,Wholesale,2020-10-20,1,0.075,1065.3,543.303
SO - 0007472,15,13,237,In-Store,2020-10-20,8,0.1,1762.1,1444.922
SO - 0007473,25,17,354,In-Store,2020-10-20,2,0.05,2599.6,1819.72
SO - 0007474,43,32,41,Wholesale,2020-10-20,8,0.2,2646.5,1482.04
SO - 0007475,28,20,203,Online,2020-10-20,6,0.1,951.4,780.148
